student_number,ansession,program,term,semester,state,count
0C5045A340218E191BB4F117FA09B4973A0D49B0E95848E8AC19D41798CBCFED,20131,Pure,2,Winter,Winter-Pure-2,2
0C5045A340218E191BB4F117FA09B4973A0D49B0E95848E8AC19D41798CBCFED,20133,Pure,3,Fall,Fall-Pure-3,3
0C5045A340218E191BB4F117FA09B4973A0D49B0E95848E8AC19D41798CBCFED,20141,Pure,4,Winter,Winter-Pure-4,4
0C5045A340218E191BB4F117FA09B4973A0D49B0E95848E8AC19D41798CBCFED,20141,200B0,5,Winter,Graduated,5
0C56CE3B8E37F58AC1B40F8DB1BF1CBCA6212895127756A4F589545EA1EF79EC,20163,DSP,1,Fall,Fall-DSP-1,1
0C5D98F125FA8B6CCB6D214B6AA661C2CEC85D1F40322503F47F8493331AF47B,20163,Health,1,Fall,Fall-Health-1,1
0C759A0919B30E0EDFDB5C9E6569E46AE69C5F318F8E8C6D86BDEAE6F5E4FF4E,20113,Pure,1,Fall,Fall-Pure-1,1
0C759A0919B30E0EDFDB5C9E6569E46AE69C5F318F8E8C6D86BDEAE6F5E4FF4E,20113,Pure,1,Fall,Out,2
0C920EB2D4D611F9119340545B212F171860526E6710C7CEB1628C7637302926,20143,Pure,1,Fall,Fall-Pure-1,1
0C920EB2D4D611F9119340545B212F171860526E6710C7CEB1628C7637302926,20151,Pure,2,Winter,Winter-Pure-2,2
0C920EB2D4D611F9119340545B212F171860526E6710C7CEB1628C7637302926,20153,Pure,3,Fall,Fall-Pure-3,3
0C920EB2D4D611F9119340545B212F171860526E6710C7CEB1628C7637302926,20161,Pure,4,Winter,Winter-Pure-4,4
0C920EB2D4D611F9119340545B212F171860526E6710C7CEB1628C7637302926,20161,200B0,5,Winter,Graduated,5
0C9EFEB161D29D9C238734E899A0ECC169CFF2EB3D6D9990B3B20419E29CA8A8,20113,Pure,1,Fall,Fall-Pure-1,1
0C9EFEB161D29D9C238734E899A0ECC169CFF2EB3D6D9990B3B20419E29CA8A8,20121,Pure,2,Winter,Winter-Pure-2,2
0C9EFEB161D29D9C238734E899A0ECC169CFF2EB3D6D9990B3B20419E29CA8A8,20123,Pure,3,Fall,Fall-Pure-3,3
0C9EFEB161D29D9C238734E899A0ECC169CFF2EB3D6D9990B3B20419E29CA8A8,20131,Pure,4,Winter,Winter-Pure-4,4
0C9EFEB161D29D9C238734E899A0ECC169CFF2EB3D6D9990B3B20419E29CA8A8,20133,Pure,5,Fall,Fall-Pure-5,5
0C9EFEB161D29D9C238734E899A0ECC169CFF2EB3D6D9990B3B20419E29CA8A8,20141,Pure,6,Winter,Winter-Pure-6,6
0C9EFEB161D29D9C238734E899A0ECC169CFF2EB3D6D9990B3B20419E29CA8A8,20141,200B0,7,Winter,Graduated,7
0CA18CDE46368C1E8F3FE1BB339F5708C74D4B8C30FDE50239913F79CE83EA11,20103,Health,1,Fall,Fall-Health-1,1
0CA18CDE46368C1E8F3FE1BB339F5708C74D4B8C30FDE50239913F79CE83EA11,20111,Health,2,Winter,Winter-Health-2,2
0CA18CDE46368C1E8F3FE1BB339F5708C74D4B8C30FDE50239913F79CE83EA11,20111,200B0,3,Winter,Graduated,3
0CB684E76AC2FC66EAC1996C68F1162ECBD88E2E380AB105EBEE61A07726A568,20163,Enviro,1,Fall,Fall-Enviro-1,1
0CBB740BAC194B1ED7D8A5638AF2CF4BD4EDEDA507D356C49456F82B8497C60A,20103,Health,1,Fall,Fall-Health-1,1
0CBB740BAC194B1ED7D8A5638AF2CF4BD4EDEDA507D356C49456F82B8497C60A,20111,Health,2,Winter,Winter-Health-2,2
0CBB740BAC194B1ED7D8A5638AF2CF4BD4EDEDA507D356C49456F82B8497C60A,20123,Health,3,Fall,Fall-Health-3,3
0CBB740BAC194B1ED7D8A5638AF2CF4BD4EDEDA507D356C49456F82B8497C60A,20131,Health,4,Winter,Winter-Health-4,4
0CBB740BAC194B1ED7D8A5638AF2CF4BD4EDEDA507D356C49456F82B8497C60A,20133,Health,5,Fall,Fall-Health-5,5
0CBB740BAC194B1ED7D8A5638AF2CF4BD4EDEDA507D356C49456F82B8497C60A,20141,Health,6,Winter,Winter-Health-6,6
0CBB740BAC194B1ED7D8A5638AF2CF4BD4EDEDA507D356C49456F82B8497C60A,20141,200B0,7,Winter,Graduated,7
0CC0F41989AC9DF2F952C86D1216DE515FEDABD643F13147F2A6761F2A741278,20163,Pure,1,Fall,Fall-Pure-1,1
0CD1E41EE7AE92D62ECA8C5610360641A861D11D82C44F1004254E1B96CD73A1,20111,Pure,1,Winter,Winter-Pure-1,1
0CD1E41EE7AE92D62ECA8C5610360641A861D11D82C44F1004254E1B96CD73A1,20113,Pure,2,Fall,Fall-Pure-2,2
0CD1E41EE7AE92D62ECA8C5610360641A861D11D82C44F1004254E1B96CD73A1,20121,Pure,3,Winter,Winter-Pure-3,3
0CD1E41EE7AE92D62ECA8C5610360641A861D11D82C44F1004254E1B96CD73A1,20123,Pure,4,Fall,Fall-Pure-4,4
0CD1E41EE7AE92D62ECA8C5610360641A861D11D82C44F1004254E1B96CD73A1,20123,200B0,5,Fall,Graduated,5
0CD6FE1295682387BEDC53FAFCCDBB210EF6F6C08EF0EF57B1D3491D9AAFC7B1,20113,Pure,1,Fall,Fall-Pure-1,1
0CD6FE1295682387BEDC53FAFCCDBB210EF6F6C08EF0EF57B1D3491D9AAFC7B1,20121,Pure,2,Winter,Winter-Pure-2,2
0CD6FE1295682387BEDC53FAFCCDBB210EF6F6C08EF0EF57B1D3491D9AAFC7B1,20123,Pure,3,Fall,Fall-Pure-3,3
0CD6FE1295682387BEDC53FAFCCDBB210EF6F6C08EF0EF57B1D3491D9AAFC7B1,20131,Pure,4,Winter,Winter-Pure-4,4
0CD6FE1295682387BEDC53FAFCCDBB210EF6F6C08EF0EF57B1D3491D9AAFC7B1,20133,Pure,5,Fall,Fall-Pure-5,5
0CD6FE1295682387BEDC53FAFCCDBB210EF6F6C08EF0EF57B1D3491D9AAFC7B1,20141,Pure,6,Winter,Winter-Pure-6,6
0CD6FE1295682387BEDC53FAFCCDBB210EF6F6C08EF0EF57B1D3491D9AAFC7B1,20141,200B0,7,Winter,Graduated,7
0CED7AC659C12B5DF0D61C2489BEB6DFA36384F3B76523DA910EFF0042C6E996,20133,DSP,1,Fall,Fall-DSP-1,1
0CED7AC659C12B5DF0D61C2489BEB6DFA36384F3B76523DA910EFF0042C6E996,20141,DSP,2,Winter,Winter-DSP-2,2
0CED7AC659C12B5DF0D61C2489BEB6DFA36384F3B76523DA910EFF0042C6E996,20143,Health,3,Fall,Fall-Health-3,3
0CED7AC659C12B5DF0D61C2489BEB6DFA36384F3B76523DA910EFF0042C6E996,20151,Health,4,Winter,Winter-Health-4,4
0CED7AC659C12B5DF0D61C2489BEB6DFA36384F3B76523DA910EFF0042C6E996,20153,Health,5,Fall,Fall-Health-5,5
0CED7AC659C12B5DF0D61C2489BEB6DFA36384F3B76523DA910EFF0042C6E996,20153,200B0,6,Fall,Graduated,6
0CF32BF6D74D16F7FFF3A882F82C40963647E66D260F309914064C7DC44A6220,20113,Health,1,Fall,Fall-Health-1,1
0CF32BF6D74D16F7FFF3A882F82C40963647E66D260F309914064C7DC44A6220,20113,Health,1,Fall,Out,2
0CF4465466F107CA47C7BA66FA13A2B62D5D2EE68758EF3C42F83B82EC5519DB,20121,Health,1,Winter,Winter-Health-1,1
0CF4465466F107CA47C7BA66FA13A2B62D5D2EE68758EF3C42F83B82EC5519DB,20123,Health,2,Fall,Fall-Health-2,2
0CF4465466F107CA47C7BA66FA13A2B62D5D2EE68758EF3C42F83B82EC5519DB,20131,Health,3,Winter,Winter-Health-3,3
0CF4465466F107CA47C7BA66FA13A2B62D5D2EE68758EF3C42F83B82EC5519DB,20131,200B0,4,Winter,Graduated,4
0CFCB11CE7D86A3B997C748DB907784B0749044AB985CE227ECC9E8802DA6708,20103,Pure,1,Fall,Fall-Pure-1,1
0CFCB11CE7D86A3B997C748DB907784B0749044AB985CE227ECC9E8802DA6708,20111,Pure,2,Winter,Winter-Pure-2,2
0CFCB11CE7D86A3B997C748DB907784B0749044AB985CE227ECC9E8802DA6708,20113,Pure,3,Fall,Fall-Pure-3,3
0CFCB11CE7D86A3B997C748DB907784B0749044AB985CE227ECC9E8802DA6708,20121,Pure,4,Winter,Winter-Pure-4,4
0CFCB11CE7D86A3B997C748DB907784B0749044AB985CE227ECC9E8802DA6708,20121,200B0,5,Winter,Graduated,5
0D250040DB4A0446E4EC92B849B0C62501BAFE2ED6FEBDFC642BBB113BCDF16D,20153,Health,1,Fall,Fall-Health-1,1
0D250040DB4A0446E4EC92B849B0C62501BAFE2ED6FEBDFC642BBB113BCDF16D,20161,Health,2,Winter,Winter-Health-2,2
0D250040DB4A0446E4EC92B849B0C62501BAFE2ED6FEBDFC642BBB113BCDF16D,20163,Health,3,Fall,Fall-Health-3,3
0D3CA9B1085318E58330A6ABC62AE408195FAABEB4300E279B5FAA307F64FED7,20163,Health,1,Fall,Fall-Health-1,1
0D5057682071D07883567429C92B859106B825322DCF11E6E5F496A1606F04A8,20103,Pure,1,Fall,Fall-Pure-1,1
0D5057682071D07883567429C92B859106B825322DCF11E6E5F496A1606F04A8,20103,Pure,1,Fall,Out,2
0D6213E51BEFFB46AAE2E816A8FC7B2D328634B726AF7B1776AF1B621A3D6F15,20143,Health,1,Fall,Fall-Health-1,1
0D6213E51BEFFB46AAE2E816A8FC7B2D328634B726AF7B1776AF1B621A3D6F15,20151,Health,2,Winter,Winter-Health-2,2
0D6213E51BEFFB46AAE2E816A8FC7B2D328634B726AF7B1776AF1B621A3D6F15,20153,Health,3,Fall,Fall-Health-3,3
0D6213E51BEFFB46AAE2E816A8FC7B2D328634B726AF7B1776AF1B621A3D6F15,20161,Health,4,Winter,Winter-Health-4,4
0D6213E51BEFFB46AAE2E816A8FC7B2D328634B726AF7B1776AF1B621A3D6F15,20161,200B0,5,Winter,Graduated,5
0D65FE81B69034A9ED4E85C223160AC3979F5F5BA653CA9FBD14ED97FE963D86,20123,Pure,1,Fall,Fall-Pure-1,1
0D65FE81B69034A9ED4E85C223160AC3979F5F5BA653CA9FBD14ED97FE963D86,20131,Pure,2,Winter,Winter-Pure-2,2
0D65FE81B69034A9ED4E85C223160AC3979F5F5BA653CA9FBD14ED97FE963D86,20133,Pure,3,Fall,Fall-Pure-3,3
0D65FE81B69034A9ED4E85C223160AC3979F5F5BA653CA9FBD14ED97FE963D86,20141,Pure,4,Winter,Winter-Pure-4,4
0D65FE81B69034A9ED4E85C223160AC3979F5F5BA653CA9FBD14ED97FE963D86,20143,Pure,5,Fall,Fall-Pure-5,5
0D65FE81B69034A9ED4E85C223160AC3979F5F5BA653CA9FBD14ED97FE963D86,20143,200B0,6,Fall,Graduated,6
0D6E2ED9B53B390387DFB3767920E8F0D6FB94FF7AD60EA2224B761226D4E475,20153,DSP,1,Fall,Fall-DSP-1,1
0D6E2ED9B53B390387DFB3767920E8F0D6FB94FF7AD60EA2224B761226D4E475,20161,DSP,2,Winter,Winter-DSP-2,2
0D6E2ED9B53B390387DFB3767920E8F0D6FB94FF7AD60EA2224B761226D4E475,20161,DSP,2,Winter,Out,3
0DC1A9F5DAD906D9EE6C3418F59492DE1C04533F190A19ACC0ADFDCFBA82461D,20133,Pure,1,Fall,Fall-Pure-1,1
0DC1A9F5DAD906D9EE6C3418F59492DE1C04533F190A19ACC0ADFDCFBA82461D,20141,Pure,2,Winter,Winter-Pure-2,2
0DC1A9F5DAD906D9EE6C3418F59492DE1C04533F190A19ACC0ADFDCFBA82461D,20141,Pure,2,Winter,Out,3
0DE52BD6A3AE19185368BB3DF0729817CD2425FCA9F14A3546BFC1D3D0CB25AD,20151,Pure,1,Winter,Winter-Pure-1,1
0DE52BD6A3AE19185368BB3DF0729817CD2425FCA9F14A3546BFC1D3D0CB25AD,20153,Pure,2,Fall,Fall-Pure-2,2
0DE52BD6A3AE19185368BB3DF0729817CD2425FCA9F14A3546BFC1D3D0CB25AD,20161,Pure,3,Winter,Winter-Pure-3,3
0DE52BD6A3AE19185368BB3DF0729817CD2425FCA9F14A3546BFC1D3D0CB25AD,20163,Pure,4,Fall,Fall-Pure-4,4
0DE67324E0A229AFF1E8FC923FD2375BAB48800197CC11BB57A5CE4BEB91EF48,20113,Pure,1,Fall,Fall-Pure-1,1
0DE67324E0A229AFF1E8FC923FD2375BAB48800197CC11BB57A5CE4BEB91EF48,20121,Pure,2,Winter,Winter-Pure-2,2
0DE67324E0A229AFF1E8FC923FD2375BAB48800197CC11BB57A5CE4BEB91EF48,20123,Pure,3,Fall,Fall-Pure-3,3
0DE67324E0A229AFF1E8FC923FD2375BAB48800197CC11BB57A5CE4BEB91EF48,20123,Pure,3,Fall,Out,4
0DF81B48D5CD022B5275D3BA0393E63E33D9048B4F392F1A205990C8FE920B8C,20143,Pure,1,Fall,Fall-Pure-1,1
0DF81B48D5CD022B5275D3BA0393E63E33D9048B4F392F1A205990C8FE920B8C,20151,Pure,2,Winter,Winter-Pure-2,2
0DF81B48D5CD022B5275D3BA0393E63E33D9048B4F392F1A205990C8FE920B8C,20153,Pure,3,Fall,Fall-Pure-3,3
0DF81B48D5CD022B5275D3BA0393E63E33D9048B4F392F1A205990C8FE920B8C,20161,Pure,4,Winter,Winter-Pure-4,4
0DF81B48D5CD022B5275D3BA0393E63E33D9048B4F392F1A205990C8FE920B8C,20163,Pure,5,Fall,Fall-Pure-5,5
0E072758F9863A4E1194C15134E412BD792D12DBA9A6ABFA8E43D10784231D9E,20103,Pure,1,Fall,Fall-Pure-1,1
0E072758F9863A4E1194C15134E412BD792D12DBA9A6ABFA8E43D10784231D9E,20111,Pure,2,Winter,Winter-Pure-2,2
0E072758F9863A4E1194C15134E412BD792D12DBA9A6ABFA8E43D10784231D9E,20113,Pure,3,Fall,Fall-Pure-3,3
0E072758F9863A4E1194C15134E412BD792D12DBA9A6ABFA8E43D10784231D9E,20121,Pure,4,Winter,Winter-Pure-4,4
0E072758F9863A4E1194C15134E412BD792D12DBA9A6ABFA8E43D10784231D9E,20123,Pure,5,Fall,Fall-Pure-5,5
0E072758F9863A4E1194C15134E412BD792D12DBA9A6ABFA8E43D10784231D9E,20131,Pure,6,Winter,Winter-Pure-6,6
0E072758F9863A4E1194C15134E412BD792D12DBA9A6ABFA8E43D10784231D9E,20131,200B0,7,Winter,Graduated,7
0E140F4DB5E8114C874A87A53987095A23800228E5E0BDCEA27508B8EE84785F,20123,ESP,1,Fall,Fall-ESP-1,1
0E140F4DB5E8114C874A87A53987095A23800228E5E0BDCEA27508B8EE84785F,20123,ESP,1,Fall,Out,2
0E2AC1C26DDC4379A2FB3B46A50A065AF1789593545956D568890E9D7C145C7E,20103,Pure,1,Fall,Fall-Pure-1,1
0E2AC1C26DDC4379A2FB3B46A50A065AF1789593545956D568890E9D7C145C7E,20111,Pure,2,Winter,Winter-Pure-2,2
0E2AC1C26DDC4379A2FB3B46A50A065AF1789593545956D568890E9D7C145C7E,20113,Pure,3,Fall,Fall-Pure-3,3
0E2AC1C26DDC4379A2FB3B46A50A065AF1789593545956D568890E9D7C145C7E,20113,Pure,3,Fall,Out,4
0E33847B80D97B397F61C8E172BD91FE72E55E5E6865D6B021C273058A76B062,20161,Pure,1,Winter,Winter-Pure-1,1
0E33847B80D97B397F61C8E172BD91FE72E55E5E6865D6B021C273058A76B062,20163,Pure,2,Fall,Fall-Pure-2,2
0E3C1D4214750C92BA4D7F8F46C9CE256C78C4411F89BC9DE3A2E3C79D8688AB,20103,Health,1,Fall,Fall-Health-1,1
0E3C1D4214750C92BA4D7F8F46C9CE256C78C4411F89BC9DE3A2E3C79D8688AB,20111,Pure,2,Winter,Winter-Pure-2,2
0E3C1D4214750C92BA4D7F8F46C9CE256C78C4411F89BC9DE3A2E3C79D8688AB,20113,Pure,3,Fall,Fall-Pure-3,3
0E3C1D4214750C92BA4D7F8F46C9CE256C78C4411F89BC9DE3A2E3C79D8688AB,20121,Pure,4,Winter,Winter-Pure-4,4
0E3C1D4214750C92BA4D7F8F46C9CE256C78C4411F89BC9DE3A2E3C79D8688AB,20121,200B0,5,Winter,Graduated,5
0E4420D48E2425CE8E4DDDEAE05844008217B5AEE59D771D4C4AF3ECB458E003,20133,ESP,1,Fall,Fall-ESP-1,1
0E4420D48E2425CE8E4DDDEAE05844008217B5AEE59D771D4C4AF3ECB458E003,20141,ESP,2,Winter,Winter-ESP-2,2
0E4420D48E2425CE8E4DDDEAE05844008217B5AEE59D771D4C4AF3ECB458E003,20143,Health,3,Fall,Fall-Health-3,3
0E4420D48E2425CE8E4DDDEAE05844008217B5AEE59D771D4C4AF3ECB458E003,20151,Health,4,Winter,Winter-Health-4,4
0E4420D48E2425CE8E4DDDEAE05844008217B5AEE59D771D4C4AF3ECB458E003,20153,Health,5,Fall,Fall-Health-5,5
0E4420D48E2425CE8E4DDDEAE05844008217B5AEE59D771D4C4AF3ECB458E003,20153,200B0,6,Fall,Graduated,6
0E55B01F8DAE2E299C90414C7D23EC59C90FE5E6AA3D7C6C7B57BD9F80746F1B,20143,Health,1,Fall,Fall-Health-1,1
0E55B01F8DAE2E299C90414C7D23EC59C90FE5E6AA3D7C6C7B57BD9F80746F1B,20151,Health,2,Winter,Winter-Health-2,2
0E55B01F8DAE2E299C90414C7D23EC59C90FE5E6AA3D7C6C7B57BD9F80746F1B,20153,Health,3,Fall,Fall-Health-3,3
0E55B01F8DAE2E299C90414C7D23EC59C90FE5E6AA3D7C6C7B57BD9F80746F1B,20161,Health,4,Winter,Winter-Health-4,4
0E55B01F8DAE2E299C90414C7D23EC59C90FE5E6AA3D7C6C7B57BD9F80746F1B,20161,200B0,5,Winter,Graduated,5
0E5C9384A628D661D8ACE99494F76180ED41646367BBCA178A80561F4C0B9C6B,20123,Health,1,Fall,Fall-Health-1,1
0E5C9384A628D661D8ACE99494F76180ED41646367BBCA178A80561F4C0B9C6B,20131,Health,2,Winter,Winter-Health-2,2
0E5C9384A628D661D8ACE99494F76180ED41646367BBCA178A80561F4C0B9C6B,20133,Health,3,Fall,Fall-Health-3,3
0E5C9384A628D661D8ACE99494F76180ED41646367BBCA178A80561F4C0B9C6B,20141,Health,4,Winter,Winter-Health-4,4
0E5C9384A628D661D8ACE99494F76180ED41646367BBCA178A80561F4C0B9C6B,20141,200B0,5,Winter,Graduated,5
0E7A7013BA4BF51B949CCBE624F66F506ADBC03EA3259F8C323A90F65B9427A9,20143,Health,1,Fall,Fall-Health-1,1
0E7A7013BA4BF51B949CCBE624F66F506ADBC03EA3259F8C323A90F65B9427A9,20151,Health,2,Winter,Winter-Health-2,2
0E7A7013BA4BF51B949CCBE624F66F506ADBC03EA3259F8C323A90F65B9427A9,20153,Health,3,Fall,Fall-Health-3,3
0E7A7013BA4BF51B949CCBE624F66F506ADBC03EA3259F8C323A90F65B9427A9,20161,Health,4,Winter,Winter-Health-4,4
0E7A7013BA4BF51B949CCBE624F66F506ADBC03EA3259F8C323A90F65B9427A9,20161,200B0,5,Winter,Graduated,5
0E7B71EC5656BFDF4175894DA77938564FBE3EF8F18FE893752B17D6153EF227,20103,Pure,1,Fall,Fall-Pure-1,1
0E7B71EC5656BFDF4175894DA77938564FBE3EF8F18FE893752B17D6153EF227,20111,Pure,2,Winter,Winter-Pure-2,2
0E7B71EC5656BFDF4175894DA77938564FBE3EF8F18FE893752B17D6153EF227,20113,Pure,3,Fall,Fall-Pure-3,3
0E7B71EC5656BFDF4175894DA77938564FBE3EF8F18FE893752B17D6153EF227,20121,Pure,4,Winter,Winter-Pure-4,4
0E7B71EC5656BFDF4175894DA77938564FBE3EF8F18FE893752B17D6153EF227,20121,200B0,5,Winter,Graduated,5
0E887D7898C0D46D92E8EA30669B77FBC25DA249898B86B9890F00DADF88CCF0,20123,Pure,1,Fall,Fall-Pure-1,1
0E887D7898C0D46D92E8EA30669B77FBC25DA249898B86B9890F00DADF88CCF0,20131,Pure,2,Winter,Winter-Pure-2,2
0E887D7898C0D46D92E8EA30669B77FBC25DA249898B86B9890F00DADF88CCF0,20133,Pure,3,Fall,Fall-Pure-3,3
0E887D7898C0D46D92E8EA30669B77FBC25DA249898B86B9890F00DADF88CCF0,20141,Pure,4,Winter,Winter-Pure-4,4
0E887D7898C0D46D92E8EA30669B77FBC25DA249898B86B9890F00DADF88CCF0,20141,200B0,5,Winter,Graduated,5
0E8C315BD4BDA52DCF1FC5F0384415E527EF555AADC53296A055B76451F77C1B,20133,Pure,1,Fall,Fall-Pure-1,1
0E8C315BD4BDA52DCF1FC5F0384415E527EF555AADC53296A055B76451F77C1B,20141,Pure,2,Winter,Winter-Pure-2,2
0E8C315BD4BDA52DCF1FC5F0384415E527EF555AADC53296A055B76451F77C1B,20143,Pure,3,Fall,Fall-Pure-3,3
0E8C315BD4BDA52DCF1FC5F0384415E527EF555AADC53296A055B76451F77C1B,20151,Pure,4,Winter,Winter-Pure-4,4
0E8C315BD4BDA52DCF1FC5F0384415E527EF555AADC53296A055B76451F77C1B,20153,Pure,5,Fall,Fall-Pure-5,5
0E8C315BD4BDA52DCF1FC5F0384415E527EF555AADC53296A055B76451F77C1B,20161,Pure,6,Winter,Winter-Pure-6,6
0E8C315BD4BDA52DCF1FC5F0384415E527EF555AADC53296A055B76451F77C1B,20161,200B0,7,Winter,Graduated,7
0EBB3DCAB9A210C7F1273F010B18910E1917FCF8977D535B804B3E32FEF6A7E9,20161,Pure,1,Winter,Winter-Pure-1,1
0EBB3DCAB9A210C7F1273F010B18910E1917FCF8977D535B804B3E32FEF6A7E9,20163,Pure,2,Fall,Fall-Pure-2,2
0EC64C69EBD30A0CC41D99FBD082807D3584043222352F7BC7DE0C5E66B317EB,20103,Pure,1,Fall,Fall-Pure-1,1
0EC64C69EBD30A0CC41D99FBD082807D3584043222352F7BC7DE0C5E66B317EB,20111,Pure,2,Winter,Winter-Pure-2,2
0EC64C69EBD30A0CC41D99FBD082807D3584043222352F7BC7DE0C5E66B317EB,20113,Pure,3,Fall,Fall-Pure-3,3
0EC64C69EBD30A0CC41D99FBD082807D3584043222352F7BC7DE0C5E66B317EB,20113,Pure,3,Fall,Out,4
0ECB212288BD2D8138634D1C5F813061D8DF957358F8D07166E22D0A996485C6,20143,Pure,1,Fall,Fall-Pure-1,1
0ECB212288BD2D8138634D1C5F813061D8DF957358F8D07166E22D0A996485C6,20143,Pure,1,Fall,Out,2
0EDCBE58B14604A38E5A2AB5168AB908316AEC37DAED36ED3E47E124B1B093E7,20123,DSP,1,Fall,Fall-DSP-1,1
0EDCBE58B14604A38E5A2AB5168AB908316AEC37DAED36ED3E47E124B1B093E7,20123,DSP,1,Fall,Out,2
0EEFCD42BFCD8FF2717E88FA916221844A53F1700895E4F1EBBFEB7F44A254A9,20133,Pure,1,Fall,Fall-Pure-1,1
0EEFCD42BFCD8FF2717E88FA916221844A53F1700895E4F1EBBFEB7F44A254A9,20141,Pure,2,Winter,Winter-Pure-2,2
0EEFCD42BFCD8FF2717E88FA916221844A53F1700895E4F1EBBFEB7F44A254A9,20143,Pure,3,Fall,Fall-Pure-3,3
0EEFCD42BFCD8FF2717E88FA916221844A53F1700895E4F1EBBFEB7F44A254A9,20151,Pure,4,Winter,Winter-Pure-4,4
0EEFCD42BFCD8FF2717E88FA916221844A53F1700895E4F1EBBFEB7F44A254A9,20151,200B0,5,Winter,Graduated,5
0EF16FBFE3BEB2C99D624425CD5D70863DB8EB7C264C11329749E634E167C027,20111,Pure,1,Winter,Winter-Pure-1,1
0EF16FBFE3BEB2C99D624425CD5D70863DB8EB7C264C11329749E634E167C027,20113,Pure,2,Fall,Fall-Pure-2,2
0EF16FBFE3BEB2C99D624425CD5D70863DB8EB7C264C11329749E634E167C027,20121,Pure,3,Winter,Winter-Pure-3,3
0EF16FBFE3BEB2C99D624425CD5D70863DB8EB7C264C11329749E634E167C027,20121,200B0,4,Winter,Graduated,4
0EFD3720CA7142CB6D991C926E2B9A6E6F6221D24423F30CD4C7A1B9712AB4A8,20161,Pure,1,Winter,Winter-Pure-1,1
0EFD3720CA7142CB6D991C926E2B9A6E6F6221D24423F30CD4C7A1B9712AB4A8,20161,Pure,1,Winter,Out,2
0F012477F4C278146E1B4FEA8DF0F277CB7020EF503B300F6303B66EADDCF413,20103,Pure,1,Fall,Fall-Pure-1,1
0F012477F4C278146E1B4FEA8DF0F277CB7020EF503B300F6303B66EADDCF413,20111,Pure,2,Winter,Winter-Pure-2,2
0F012477F4C278146E1B4FEA8DF0F277CB7020EF503B300F6303B66EADDCF413,20113,Pure,3,Fall,Fall-Pure-3,3
0F012477F4C278146E1B4FEA8DF0F277CB7020EF503B300F6303B66EADDCF413,20113,Pure,3,Fall,Out,4
0F0988CB4AE3376B2A0787328D27CDB44B1FC577F703ECEE3096CEC107482313,20163,Health,1,Fall,Fall-Health-1,1
0F0D59F6C7B200998CC7B2D35465153BE78EE773F1F902AA77A2B8D927EF5DB7,20133,Health,1,Fall,Fall-Health-1,1
0F0D59F6C7B200998CC7B2D35465153BE78EE773F1F902AA77A2B8D927EF5DB7,20141,Health,2,Winter,Winter-Health-2,2
0F0D59F6C7B200998CC7B2D35465153BE78EE773F1F902AA77A2B8D927EF5DB7,20143,Health,3,Fall,Fall-Health-3,3
0F0D59F6C7B200998CC7B2D35465153BE78EE773F1F902AA77A2B8D927EF5DB7,20151,Health,4,Winter,Winter-Health-4,4
0F0D59F6C7B200998CC7B2D35465153BE78EE773F1F902AA77A2B8D927EF5DB7,20151,200B0,5,Winter,Graduated,5
0F31873CBD64B5343963F6336603B80A7110DC0CB20A6B8817F13A4D3B623BD1,20103,Health,1,Fall,Fall-Health-1,1
0F31873CBD64B5343963F6336603B80A7110DC0CB20A6B8817F13A4D3B623BD1,20103,200B0,2,Fall,Graduated,2
0F325EA36D85B64C828E38B5CAC6ED542682FEF1FAAB2B9B83807D64EC06E6DA,20113,Health,1,Fall,Fall-Health-1,1
0F325EA36D85B64C828E38B5CAC6ED542682FEF1FAAB2B9B83807D64EC06E6DA,20121,Health,2,Winter,Winter-Health-2,2
0F325EA36D85B64C828E38B5CAC6ED542682FEF1FAAB2B9B83807D64EC06E6DA,20123,Health,3,Fall,Fall-Health-3,3
0F325EA36D85B64C828E38B5CAC6ED542682FEF1FAAB2B9B83807D64EC06E6DA,20131,Health,4,Winter,Winter-Health-4,4
0F325EA36D85B64C828E38B5CAC6ED542682FEF1FAAB2B9B83807D64EC06E6DA,20131,200B0,5,Winter,Graduated,5
0F36A55A73F81A46E2BAF5BADFA22ACE23C79AAA3749B4B0488E98E26E9237AE,20133,Pure,1,Fall,Fall-Pure-1,1
0F36A55A73F81A46E2BAF5BADFA22ACE23C79AAA3749B4B0488E98E26E9237AE,20141,Pure,2,Winter,Winter-Pure-2,2
0F36A55A73F81A46E2BAF5BADFA22ACE23C79AAA3749B4B0488E98E26E9237AE,20143,Pure,3,Fall,Fall-Pure-3,3
0F36A55A73F81A46E2BAF5BADFA22ACE23C79AAA3749B4B0488E98E26E9237AE,20143,Pure,3,Fall,Out,4
0F404BA394203B9BE3B6D4B143CF8EC2FEAC39A24FE8E6131C9EE4235339CE12,20103,DSP,1,Fall,Fall-DSP-1,1
0F404BA394203B9BE3B6D4B143CF8EC2FEAC39A24FE8E6131C9EE4235339CE12,20111,DSP,2,Winter,Winter-DSP-2,2
0F404BA394203B9BE3B6D4B143CF8EC2FEAC39A24FE8E6131C9EE4235339CE12,20113,Health,3,Fall,Fall-Health-3,3
0F404BA394203B9BE3B6D4B143CF8EC2FEAC39A24FE8E6131C9EE4235339CE12,20121,Health,4,Winter,Winter-Health-4,4
0F404BA394203B9BE3B6D4B143CF8EC2FEAC39A24FE8E6131C9EE4235339CE12,20123,Health,5,Fall,Fall-Health-5,5
