student_number,ansession,program,term,semester,state,count
6D0C49AEA445FFD6A20EC342565C79816B222FE6D299CF2DDF14045BF93B6DAE,20111,Pure,2,Winter,Winter-Pure-2,2
6D0C49AEA445FFD6A20EC342565C79816B222FE6D299CF2DDF14045BF93B6DAE,20113,Pure,3,Fall,Fall-Pure-3,3
6D0C49AEA445FFD6A20EC342565C79816B222FE6D299CF2DDF14045BF93B6DAE,20113,200B0,4,Fall,Graduated,4
6D2345AAAC7F379EB5FA58EBF60480FCE009BD6599B84F4576D8B0E8EAAD351C,20123,Pure,1,Fall,Fall-Pure-1,1
6D2345AAAC7F379EB5FA58EBF60480FCE009BD6599B84F4576D8B0E8EAAD351C,20131,Health,2,Winter,Winter-Health-2,2
6D2345AAAC7F379EB5FA58EBF60480FCE009BD6599B84F4576D8B0E8EAAD351C,20133,Health,3,Fall,Fall-Health-3,3
6D2345AAAC7F379EB5FA58EBF60480FCE009BD6599B84F4576D8B0E8EAAD351C,20141,Health,4,Winter,Winter-Health-4,4
6D2345AAAC7F379EB5FA58EBF60480FCE009BD6599B84F4576D8B0E8EAAD351C,20141,200B0,5,Winter,Graduated,5
6D2C17B46BE34722E415014A26975814B8C410F8879B879A67D41B515EB71446,20121,Health,1,Winter,Winter-Health-1,1
6D2C17B46BE34722E415014A26975814B8C410F8879B879A67D41B515EB71446,20123,Health,2,Fall,Fall-Health-2,2
6D2C17B46BE34722E415014A26975814B8C410F8879B879A67D41B515EB71446,20131,Health,3,Winter,Winter-Health-3,3
6D2C17B46BE34722E415014A26975814B8C410F8879B879A67D41B515EB71446,20133,Health,4,Fall,Fall-Health-4,4
6D2C17B46BE34722E415014A26975814B8C410F8879B879A67D41B515EB71446,20133,Health,4,Fall,Out,5
6D3BABCE845B9437458F0FD6B37785DBDA5A6F5D90826C17E2B50D7490158D35,20163,Health,1,Fall,Fall-Health-1,1
6D3C3F573D7F7D5F674A2C54476C9860C04DC08676557F63494B48219FC0B461,20133,Pure,1,Fall,Fall-Pure-1,1
6D3C3F573D7F7D5F674A2C54476C9860C04DC08676557F63494B48219FC0B461,20141,Pure,2,Winter,Winter-Pure-2,2
6D3C3F573D7F7D5F674A2C54476C9860C04DC08676557F63494B48219FC0B461,20143,Pure,3,Fall,Fall-Pure-3,3
6D3C3F573D7F7D5F674A2C54476C9860C04DC08676557F63494B48219FC0B461,20151,Pure,4,Winter,Winter-Pure-4,4
6D3C3F573D7F7D5F674A2C54476C9860C04DC08676557F63494B48219FC0B461,20151,200B0,5,Winter,Graduated,5
6D638FDF31EB6CEFF277DF2550DDD0E038E29197DF2E1B3B3E3AFA8EAC571F73,20113,Health,1,Fall,Fall-Health-1,1
6D638FDF31EB6CEFF277DF2550DDD0E038E29197DF2E1B3B3E3AFA8EAC571F73,20121,Health,2,Winter,Winter-Health-2,2
6D638FDF31EB6CEFF277DF2550DDD0E038E29197DF2E1B3B3E3AFA8EAC571F73,20123,Health,3,Fall,Fall-Health-3,3
6D638FDF31EB6CEFF277DF2550DDD0E038E29197DF2E1B3B3E3AFA8EAC571F73,20131,Health,4,Winter,Winter-Health-4,4
6D638FDF31EB6CEFF277DF2550DDD0E038E29197DF2E1B3B3E3AFA8EAC571F73,20131,200B0,5,Winter,Graduated,5
6D6B79B30019297F55F1F31D5920B9244A98B98E19A844F8C22316D97B4284AC,20143,Pure,1,Fall,Fall-Pure-1,1
6D6B79B30019297F55F1F31D5920B9244A98B98E19A844F8C22316D97B4284AC,20151,Pure,2,Winter,Winter-Pure-2,2
6D6B79B30019297F55F1F31D5920B9244A98B98E19A844F8C22316D97B4284AC,20151,200B0,3,Winter,Graduated,3
6D6B98FCD0189D883007562B54961B1CF17B13467DC9D7BE85B83CF97AAD5BBE,20153,DSP,1,Fall,Fall-DSP-1,1
6D6B98FCD0189D883007562B54961B1CF17B13467DC9D7BE85B83CF97AAD5BBE,20153,DSP,1,Fall,Out,2
6D7164CAA99D669D43D7C5080B9EF2A74C2F9D1B072FFB0DD54CEA66A3D6D505,20113,Health,1,Fall,Fall-Health-1,1
6D7164CAA99D669D43D7C5080B9EF2A74C2F9D1B072FFB0DD54CEA66A3D6D505,20121,Health,2,Winter,Winter-Health-2,2
6D7164CAA99D669D43D7C5080B9EF2A74C2F9D1B072FFB0DD54CEA66A3D6D505,20123,Health,3,Fall,Fall-Health-3,3
6D7164CAA99D669D43D7C5080B9EF2A74C2F9D1B072FFB0DD54CEA66A3D6D505,20131,Health,4,Winter,Winter-Health-4,4
6D7164CAA99D669D43D7C5080B9EF2A74C2F9D1B072FFB0DD54CEA66A3D6D505,20131,Health,4,Winter,Out,5
6D7A34117F6E3C5A1F650B197AE9C533E41CD10547D88BF9140CB50BECE5CBAC,20103,Health,1,Fall,Fall-Health-1,1
6D7A34117F6E3C5A1F650B197AE9C533E41CD10547D88BF9140CB50BECE5CBAC,20111,Health,2,Winter,Winter-Health-2,2
6D7A34117F6E3C5A1F650B197AE9C533E41CD10547D88BF9140CB50BECE5CBAC,20113,Health,3,Fall,Fall-Health-3,3
6D7A34117F6E3C5A1F650B197AE9C533E41CD10547D88BF9140CB50BECE5CBAC,20121,Health,4,Winter,Winter-Health-4,4
6D7A34117F6E3C5A1F650B197AE9C533E41CD10547D88BF9140CB50BECE5CBAC,20121,200B0,5,Winter,Graduated,5
6D7CF87276B4E16E10CC74E2D39DF829DA9CD2BB99AEFB19E4FB5598DE15014F,20161,Pure,1,Winter,Winter-Pure-1,1
6D7CF87276B4E16E10CC74E2D39DF829DA9CD2BB99AEFB19E4FB5598DE15014F,20163,Pure,2,Fall,Fall-Pure-2,2
6D83E33482E7BD3E63C06CB199A081BB21AAE0D81DF928AED61D0391BD2367A3,20153,Health,1,Fall,Fall-Health-1,1
6D83E33482E7BD3E63C06CB199A081BB21AAE0D81DF928AED61D0391BD2367A3,20161,Health,2,Winter,Winter-Health-2,2
6D83E33482E7BD3E63C06CB199A081BB21AAE0D81DF928AED61D0391BD2367A3,20163,Health,3,Fall,Fall-Health-3,3
6D8585703AEEE393CBA9913BAF6F0A9D19AE5ACA3BD17C26BD3A04EA5179E03F,20113,Health,1,Fall,Fall-Health-1,1
6D8585703AEEE393CBA9913BAF6F0A9D19AE5ACA3BD17C26BD3A04EA5179E03F,20121,Health,2,Winter,Winter-Health-2,2
6D8585703AEEE393CBA9913BAF6F0A9D19AE5ACA3BD17C26BD3A04EA5179E03F,20123,Health,3,Fall,Fall-Health-3,3
6D8585703AEEE393CBA9913BAF6F0A9D19AE5ACA3BD17C26BD3A04EA5179E03F,20123,Health,3,Fall,Out,4
6D9550CA5956F1D57D11FD43C107352E1438C63ED626B0AC9553243A096879F9,20143,Health,1,Fall,Fall-Health-1,1
6D9550CA5956F1D57D11FD43C107352E1438C63ED626B0AC9553243A096879F9,20151,Health,2,Winter,Winter-Health-2,2
6D9550CA5956F1D57D11FD43C107352E1438C63ED626B0AC9553243A096879F9,20153,Health,3,Fall,Fall-Health-3,3
6D9550CA5956F1D57D11FD43C107352E1438C63ED626B0AC9553243A096879F9,20161,Pure,4,Winter,Winter-Pure-4,4
6D9550CA5956F1D57D11FD43C107352E1438C63ED626B0AC9553243A096879F9,20161,200B0,5,Winter,Graduated,5
6D9B311C0231ABBD78526396EFE50BD5B42405EA3BF1FDBCEB6826F7AFBA104C,20103,DSP,1,Fall,Fall-DSP-1,1
6D9B311C0231ABBD78526396EFE50BD5B42405EA3BF1FDBCEB6826F7AFBA104C,20111,DSP,2,Winter,Winter-DSP-2,2
6D9B311C0231ABBD78526396EFE50BD5B42405EA3BF1FDBCEB6826F7AFBA104C,20113,Health,3,Fall,Fall-Health-3,3
6D9B311C0231ABBD78526396EFE50BD5B42405EA3BF1FDBCEB6826F7AFBA104C,20121,Health,4,Winter,Winter-Health-4,4
6D9B311C0231ABBD78526396EFE50BD5B42405EA3BF1FDBCEB6826F7AFBA104C,20123,Health,5,Fall,Fall-Health-5,5
6D9B311C0231ABBD78526396EFE50BD5B42405EA3BF1FDBCEB6826F7AFBA104C,20131,Health,6,Winter,Winter-Health-6,6
6D9B311C0231ABBD78526396EFE50BD5B42405EA3BF1FDBCEB6826F7AFBA104C,20131,200B0,7,Winter,Graduated,7
6DA2FAB5A6A81CA3D1CC4FBE448A9BA61D8664EEEE19737519348F76DD3E7967,20163,Health,1,Fall,Fall-Health-1,1
6DB95EC487F787D641996E2FBF39362F753B9F6496120689D3B513CF1902D2F7,20151,Pure,1,Winter,Winter-Pure-1,1
6DB95EC487F787D641996E2FBF39362F753B9F6496120689D3B513CF1902D2F7,20151,Pure,1,Winter,Out,2
6DCE0AAFD98718C557A34553CAE6D6C75C97192D35C481FBD9CC3083CE5843E2,20133,Health,1,Fall,Fall-Health-1,1
6DCE0AAFD98718C557A34553CAE6D6C75C97192D35C481FBD9CC3083CE5843E2,20141,Health,2,Winter,Winter-Health-2,2
6DCE0AAFD98718C557A34553CAE6D6C75C97192D35C481FBD9CC3083CE5843E2,20143,Health,3,Fall,Fall-Health-3,3
6DCE0AAFD98718C557A34553CAE6D6C75C97192D35C481FBD9CC3083CE5843E2,20151,Health,4,Winter,Winter-Health-4,4
6DCE0AAFD98718C557A34553CAE6D6C75C97192D35C481FBD9CC3083CE5843E2,20151,200B0,5,Winter,Graduated,5
6DD63AE7D707F4126382FDE82B08628AA3301CFFC79743075B6397B4DC9B0C94,20113,Enviro,1,Fall,Fall-Enviro-1,1
6DD63AE7D707F4126382FDE82B08628AA3301CFFC79743075B6397B4DC9B0C94,20121,Enviro,2,Winter,Winter-Enviro-2,2
6DD63AE7D707F4126382FDE82B08628AA3301CFFC79743075B6397B4DC9B0C94,20123,Enviro,3,Fall,Fall-Enviro-3,3
6DD63AE7D707F4126382FDE82B08628AA3301CFFC79743075B6397B4DC9B0C94,20131,Enviro,4,Winter,Winter-Enviro-4,4
6DD63AE7D707F4126382FDE82B08628AA3301CFFC79743075B6397B4DC9B0C94,20131,200B0,5,Winter,Graduated,5
6DD8C8722D7107B31C239F7DAE8C7FAA09CBA3A2C8DD08C9E8075F9F78A2616B,20163,Health,1,Fall,Fall-Health-1,1
6DF3448330E346E60AE1460165BB7F5F9F9E830CD3C517ABB155C28F519EF57D,20113,Health,1,Fall,Fall-Health-1,1
6DF3448330E346E60AE1460165BB7F5F9F9E830CD3C517ABB155C28F519EF57D,20121,Health,2,Winter,Winter-Health-2,2
6DF3448330E346E60AE1460165BB7F5F9F9E830CD3C517ABB155C28F519EF57D,20123,Health,3,Fall,Fall-Health-3,3
6DF3448330E346E60AE1460165BB7F5F9F9E830CD3C517ABB155C28F519EF57D,20131,Health,4,Winter,Winter-Health-4,4
6DF3448330E346E60AE1460165BB7F5F9F9E830CD3C517ABB155C28F519EF57D,20131,200B0,5,Winter,Graduated,5
6DF66687E18ACAF23C5B1F854845D2A1B650F723FEA4E2C6BB7660DB7DF6E1A6,20103,Pure,1,Fall,Fall-Pure-1,1
6DF66687E18ACAF23C5B1F854845D2A1B650F723FEA4E2C6BB7660DB7DF6E1A6,20111,Pure,2,Winter,Winter-Pure-2,2
6DF66687E18ACAF23C5B1F854845D2A1B650F723FEA4E2C6BB7660DB7DF6E1A6,20111,200B0,3,Winter,Graduated,3
6E0E75CB06A95FD42143978EC96AA81E8DC44C3F681D28DEB633AC3D62D98B6B,20143,Enviro,1,Fall,Fall-Enviro-1,1
6E0E75CB06A95FD42143978EC96AA81E8DC44C3F681D28DEB633AC3D62D98B6B,20151,Enviro,2,Winter,Winter-Enviro-2,2
6E0E75CB06A95FD42143978EC96AA81E8DC44C3F681D28DEB633AC3D62D98B6B,20153,Enviro,3,Fall,Fall-Enviro-3,3
6E0E75CB06A95FD42143978EC96AA81E8DC44C3F681D28DEB633AC3D62D98B6B,20161,Enviro,4,Winter,Winter-Enviro-4,4
6E0E75CB06A95FD42143978EC96AA81E8DC44C3F681D28DEB633AC3D62D98B6B,20161,200B0,5,Winter,Graduated,5
6E1626FB0E9F637F24168DC5F481B1AAB1CE325ECC9A4726C263F75200EC7DE3,20103,Health,1,Fall,Fall-Health-1,1
6E1626FB0E9F637F24168DC5F481B1AAB1CE325ECC9A4726C263F75200EC7DE3,20103,Health,1,Fall,Out,2
6E2106B15160B4D2927C5B872B5FDE8EC19ACF6D27725A464102668B6C51C901,20163,Pure,1,Fall,Fall-Pure-1,1
6E2BA4FE905B9698118118C73BC8B46770507DC55D54159C9EFC29B402375F46,20163,Health,1,Fall,Fall-Health-1,1
6E2EB30C2109B2B117A535E26796D797512F11D158EEB08173A740C596BFA4FA,20121,Health,1,Winter,Winter-Health-1,1
6E2EB30C2109B2B117A535E26796D797512F11D158EEB08173A740C596BFA4FA,20123,Health,2,Fall,Fall-Health-2,2
6E2EB30C2109B2B117A535E26796D797512F11D158EEB08173A740C596BFA4FA,20123,Health,2,Fall,Out,3
6E2FAF3E3502C53360BFF658620949B7990AE4B0100C9086D079C0A3CC6C437B,20133,Pure,1,Fall,Fall-Pure-1,1
6E2FAF3E3502C53360BFF658620949B7990AE4B0100C9086D079C0A3CC6C437B,20141,Pure,2,Winter,Winter-Pure-2,2
6E2FAF3E3502C53360BFF658620949B7990AE4B0100C9086D079C0A3CC6C437B,20143,Pure,3,Fall,Fall-Pure-3,3
6E2FAF3E3502C53360BFF658620949B7990AE4B0100C9086D079C0A3CC6C437B,20151,Pure,4,Winter,Winter-Pure-4,4
6E2FAF3E3502C53360BFF658620949B7990AE4B0100C9086D079C0A3CC6C437B,20151,200B0,5,Winter,Graduated,5
6E3135EFDDA8B42332A2438385854FADA744B544E720DE76F2BAA7E68C110552,20163,Health,1,Fall,Fall-Health-1,1
6E3DB1C5B4420F5C1B421B7CAB2CD38F86123D142D5BB777BE143FC74B770F0E,20153,Health,1,Fall,Fall-Health-1,1
6E3DB1C5B4420F5C1B421B7CAB2CD38F86123D142D5BB777BE143FC74B770F0E,20161,Health,2,Winter,Winter-Health-2,2
6E3DB1C5B4420F5C1B421B7CAB2CD38F86123D142D5BB777BE143FC74B770F0E,20163,Health,3,Fall,Fall-Health-3,3
6E58F55902E23382C1F0F5C1B690B3F2BC5DC47B5D4310CA2D0535BA77FAD5D0,20103,Pure,1,Fall,Fall-Pure-1,1
6E58F55902E23382C1F0F5C1B690B3F2BC5DC47B5D4310CA2D0535BA77FAD5D0,20111,Pure,2,Winter,Winter-Pure-2,2
6E58F55902E23382C1F0F5C1B690B3F2BC5DC47B5D4310CA2D0535BA77FAD5D0,20113,Pure,3,Fall,Fall-Pure-3,3
6E58F55902E23382C1F0F5C1B690B3F2BC5DC47B5D4310CA2D0535BA77FAD5D0,20121,Pure,4,Winter,Winter-Pure-4,4
6E58F55902E23382C1F0F5C1B690B3F2BC5DC47B5D4310CA2D0535BA77FAD5D0,20121,200B0,5,Winter,Graduated,5
6E6BFD852244652EE16D21BAE53C6D78A75CA008DFFFEE75085BE04C0FC1A155,20113,Pure,1,Fall,Fall-Pure-1,1
6E6BFD852244652EE16D21BAE53C6D78A75CA008DFFFEE75085BE04C0FC1A155,20121,Pure,2,Winter,Winter-Pure-2,2
6E6BFD852244652EE16D21BAE53C6D78A75CA008DFFFEE75085BE04C0FC1A155,20123,Pure,3,Fall,Fall-Pure-3,3
6E6BFD852244652EE16D21BAE53C6D78A75CA008DFFFEE75085BE04C0FC1A155,20131,Pure,4,Winter,Winter-Pure-4,4
6E6BFD852244652EE16D21BAE53C6D78A75CA008DFFFEE75085BE04C0FC1A155,20131,200B0,5,Winter,Graduated,5
6E6D84767E8B2BDF72EF009110F650C85E198CFAB7EBC7F58F88689688A88D07,20143,Health,1,Fall,Fall-Health-1,1
6E6D84767E8B2BDF72EF009110F650C85E198CFAB7EBC7F58F88689688A88D07,20151,Health,2,Winter,Winter-Health-2,2
6E6D84767E8B2BDF72EF009110F650C85E198CFAB7EBC7F58F88689688A88D07,20153,Health,3,Fall,Fall-Health-3,3
6E6D84767E8B2BDF72EF009110F650C85E198CFAB7EBC7F58F88689688A88D07,20161,Health,4,Winter,Winter-Health-4,4
6E6D84767E8B2BDF72EF009110F650C85E198CFAB7EBC7F58F88689688A88D07,20161,200B0,5,Winter,Graduated,5
6E93E62B4B16EDF1DBE0938D0F8041FA94EF9461C3AC8E5A52CE7FDD56C0F1BB,20113,Health,1,Fall,Fall-Health-1,1
6E93E62B4B16EDF1DBE0938D0F8041FA94EF9461C3AC8E5A52CE7FDD56C0F1BB,20121,Health,2,Winter,Winter-Health-2,2
6E93E62B4B16EDF1DBE0938D0F8041FA94EF9461C3AC8E5A52CE7FDD56C0F1BB,20123,Health,3,Fall,Fall-Health-3,3
6E93E62B4B16EDF1DBE0938D0F8041FA94EF9461C3AC8E5A52CE7FDD56C0F1BB,20131,Health,4,Winter,Winter-Health-4,4
6E93E62B4B16EDF1DBE0938D0F8041FA94EF9461C3AC8E5A52CE7FDD56C0F1BB,20131,200B0,5,Winter,Graduated,5
6EB4FD0A86A09A2C694B2D959B0D46B5884F0E5533054A1A9984EF13584E18AE,20113,ESP,1,Fall,Fall-ESP-1,1
6EB4FD0A86A09A2C694B2D959B0D46B5884F0E5533054A1A9984EF13584E18AE,20113,ESP,1,Fall,Out,2
6EB92A436E90EF01BF724923A1BB50E427E096818A2A4DE4644C8E552A374F2D,20153,Pure,1,Fall,Fall-Pure-1,1
6EB92A436E90EF01BF724923A1BB50E427E096818A2A4DE4644C8E552A374F2D,20161,Pure,2,Winter,Winter-Pure-2,2
6EB92A436E90EF01BF724923A1BB50E427E096818A2A4DE4644C8E552A374F2D,20161,Pure,2,Winter,Out,3
6EE242B909C2BE39D16B8D67527255D6E48458E4D20ED1457E1E000C94234205,20103,Pure,1,Fall,Fall-Pure-1,1
6EE242B909C2BE39D16B8D67527255D6E48458E4D20ED1457E1E000C94234205,20111,Pure,2,Winter,Winter-Pure-2,2
6EE242B909C2BE39D16B8D67527255D6E48458E4D20ED1457E1E000C94234205,20113,Pure,3,Fall,Fall-Pure-3,3
6EE242B909C2BE39D16B8D67527255D6E48458E4D20ED1457E1E000C94234205,20121,Pure,4,Winter,Winter-Pure-4,4
6EE242B909C2BE39D16B8D67527255D6E48458E4D20ED1457E1E000C94234205,20121,200B0,5,Winter,Graduated,5
6EEBFFA40C71906EEF3BA68FD22B3E226670D92CC1E411CAEDB322643208BB40,20141,Pure,1,Winter,Winter-Pure-1,1
6EEBFFA40C71906EEF3BA68FD22B3E226670D92CC1E411CAEDB322643208BB40,20143,Pure,2,Fall,Fall-Pure-2,2
6EEBFFA40C71906EEF3BA68FD22B3E226670D92CC1E411CAEDB322643208BB40,20151,Pure,3,Winter,Winter-Pure-3,3
6EEBFFA40C71906EEF3BA68FD22B3E226670D92CC1E411CAEDB322643208BB40,20151,Pure,3,Winter,Out,4
6EF96DE61AC5747AB0071AECD33E264104C0BE3C146037C2015A3F30B0A97D7C,20123,Enviro,1,Fall,Fall-Enviro-1,1
6EF96DE61AC5747AB0071AECD33E264104C0BE3C146037C2015A3F30B0A97D7C,20131,Enviro,2,Winter,Winter-Enviro-2,2
6EF96DE61AC5747AB0071AECD33E264104C0BE3C146037C2015A3F30B0A97D7C,20133,Enviro,3,Fall,Fall-Enviro-3,3
6EF96DE61AC5747AB0071AECD33E264104C0BE3C146037C2015A3F30B0A97D7C,20141,Enviro,4,Winter,Winter-Enviro-4,4
6EF96DE61AC5747AB0071AECD33E264104C0BE3C146037C2015A3F30B0A97D7C,20143,Enviro,5,Fall,Fall-Enviro-5,5
6EF96DE61AC5747AB0071AECD33E264104C0BE3C146037C2015A3F30B0A97D7C,20143,200B0,6,Fall,Graduated,6
6EFCA6A2DD54DA422C0CFD30739A8A1ED40E3939B7FD078CCC771045895DFDC7,20133,Pure,1,Fall,Fall-Pure-1,1
6EFCA6A2DD54DA422C0CFD30739A8A1ED40E3939B7FD078CCC771045895DFDC7,20133,Pure,1,Fall,Out,2
6F0B2922FEA802467318F8166032D0C32DDCA02C650E2DD85738AE991F797210,20143,Health,1,Fall,Fall-Health-1,1
6F0B2922FEA802467318F8166032D0C32DDCA02C650E2DD85738AE991F797210,20151,Health,2,Winter,Winter-Health-2,2
6F0B2922FEA802467318F8166032D0C32DDCA02C650E2DD85738AE991F797210,20153,Health,3,Fall,Fall-Health-3,3
6F0B2922FEA802467318F8166032D0C32DDCA02C650E2DD85738AE991F797210,20161,Health,4,Winter,Winter-Health-4,4
6F0B2922FEA802467318F8166032D0C32DDCA02C650E2DD85738AE991F797210,20161,200B0,5,Winter,Graduated,5
6F1C381E945CFAFA68E9CCA7710068C77A78CE37D9D6070498B532ACE3B0BEDC,20113,Health,1,Fall,Fall-Health-1,1
6F1C381E945CFAFA68E9CCA7710068C77A78CE37D9D6070498B532ACE3B0BEDC,20121,Health,2,Winter,Winter-Health-2,2
6F1C381E945CFAFA68E9CCA7710068C77A78CE37D9D6070498B532ACE3B0BEDC,20123,Health,3,Fall,Fall-Health-3,3
6F1C381E945CFAFA68E9CCA7710068C77A78CE37D9D6070498B532ACE3B0BEDC,20131,Health,4,Winter,Winter-Health-4,4
6F1C381E945CFAFA68E9CCA7710068C77A78CE37D9D6070498B532ACE3B0BEDC,20131,Health,4,Winter,Out,5
6F287C5B2FA24583BFCA87FF7D3355EF502728E18D96B431030C7AA2D9ECED96,20123,DSP,1,Fall,Fall-DSP-1,1
6F287C5B2FA24583BFCA87FF7D3355EF502728E18D96B431030C7AA2D9ECED96,20131,DSP,2,Winter,Winter-DSP-2,2
6F287C5B2FA24583BFCA87FF7D3355EF502728E18D96B431030C7AA2D9ECED96,20131,DSP,2,Winter,Out,3
6F33CFC554DDEF1DD91F67EC09351C04317BAA0D1B36A0A4189CDB1B3A8E1EEE,20123,Health,1,Fall,Fall-Health-1,1
6F33CFC554DDEF1DD91F67EC09351C04317BAA0D1B36A0A4189CDB1B3A8E1EEE,20131,Health,2,Winter,Winter-Health-2,2
6F33CFC554DDEF1DD91F67EC09351C04317BAA0D1B36A0A4189CDB1B3A8E1EEE,20133,Health,3,Fall,Fall-Health-3,3
6F33CFC554DDEF1DD91F67EC09351C04317BAA0D1B36A0A4189CDB1B3A8E1EEE,20133,200B0,4,Fall,Graduated,4
6F3480E820B553C8C0DAA64B7046CCA25D8927450FA77CF56EC0719D50B4D82E,20141,Pure,1,Winter,Winter-Pure-1,1
6F3480E820B553C8C0DAA64B7046CCA25D8927450FA77CF56EC0719D50B4D82E,20143,Pure,2,Fall,Fall-Pure-2,2
6F3480E820B553C8C0DAA64B7046CCA25D8927450FA77CF56EC0719D50B4D82E,20143,200B0,3,Fall,Graduated,3
6F47265FFAE8F569B108B7103E9D76029C1BEE6EAC4A3C1CF0C3CBEB927E8F86,20123,Health,1,Fall,Fall-Health-1,1
6F47265FFAE8F569B108B7103E9D76029C1BEE6EAC4A3C1CF0C3CBEB927E8F86,20131,Health,2,Winter,Winter-Health-2,2
6F47265FFAE8F569B108B7103E9D76029C1BEE6EAC4A3C1CF0C3CBEB927E8F86,20133,Health,3,Fall,Fall-Health-3,3
6F47265FFAE8F569B108B7103E9D76029C1BEE6EAC4A3C1CF0C3CBEB927E8F86,20141,Health,4,Winter,Winter-Health-4,4
6F47265FFAE8F569B108B7103E9D76029C1BEE6EAC4A3C1CF0C3CBEB927E8F86,20141,200B0,5,Winter,Graduated,5
6F4AC1883F6FFFDD0755C9474CA85D5D9A56EDA7F163E9FBD6DF90163C285032,20163,Health,1,Fall,Fall-Health-1,1
6F4E027195553947C2299891F5F1F82B4E3828398579451DCB8644F1348D5A95,20143,Health,1,Fall,Fall-Health-1,1
6F4E027195553947C2299891F5F1F82B4E3828398579451DCB8644F1348D5A95,20151,Health,2,Winter,Winter-Health-2,2
6F4E027195553947C2299891F5F1F82B4E3828398579451DCB8644F1348D5A95,20153,Health,3,Fall,Fall-Health-3,3
6F4E027195553947C2299891F5F1F82B4E3828398579451DCB8644F1348D5A95,20161,Health,4,Winter,Winter-Health-4,4
6F4E027195553947C2299891F5F1F82B4E3828398579451DCB8644F1348D5A95,20161,200B0,5,Winter,Graduated,5
6F53A320BF1D3D04AF4DEB753F2D37FA229EB656082A7F1FBF3832B063D3756E,20133,Health,1,Fall,Fall-Health-1,1
6F53A320BF1D3D04AF4DEB753F2D37FA229EB656082A7F1FBF3832B063D3756E,20141,Health,2,Winter,Winter-Health-2,2
6F53A320BF1D3D04AF4DEB753F2D37FA229EB656082A7F1FBF3832B063D3756E,20143,Health,3,Fall,Fall-Health-3,3
6F53A320BF1D3D04AF4DEB753F2D37FA229EB656082A7F1FBF3832B063D3756E,20151,Health,4,Winter,Winter-Health-4,4
6F53A320BF1D3D04AF4DEB753F2D37FA229EB656082A7F1FBF3832B063D3756E,20151,200B0,5,Winter,Graduated,5
6F747FB25A79B1E6FB148252EEC039DAF2B397563B05F68A855C59DB4ECF0FD2,20123,Enviro,1,Fall,Fall-Enviro-1,1
6F747FB25A79B1E6FB148252EEC039DAF2B397563B05F68A855C59DB4ECF0FD2,20131,Enviro,2,Winter,Winter-Enviro-2,2
6F747FB25A79B1E6FB148252EEC039DAF2B397563B05F68A855C59DB4ECF0FD2,20133,Health,3,Fall,Fall-Health-3,3
6F747FB25A79B1E6FB148252EEC039DAF2B397563B05F68A855C59DB4ECF0FD2,20141,Health,4,Winter,Winter-Health-4,4
6F747FB25A79B1E6FB148252EEC039DAF2B397563B05F68A855C59DB4ECF0FD2,20141,200B0,5,Winter,Graduated,5
6F7FCAD0407EEF18A17960804DDA77D4C5FCD1B15A259A3D93BCA16230609CDE,20143,Health,1,Fall,Fall-Health-1,1
6F7FCAD0407EEF18A17960804DDA77D4C5FCD1B15A259A3D93BCA16230609CDE,20151,Health,2,Winter,Winter-Health-2,2
6F7FCAD0407EEF18A17960804DDA77D4C5FCD1B15A259A3D93BCA16230609CDE,20153,Pure,3,Fall,Fall-Pure-3,3
6F7FCAD0407EEF18A17960804DDA77D4C5FCD1B15A259A3D93BCA16230609CDE,20161,Pure,4,Winter,Winter-Pure-4,4
6F7FCAD0407EEF18A17960804DDA77D4C5FCD1B15A259A3D93BCA16230609CDE,20163,Pure,5,Fall,Fall-Pure-5,5
6F89D14696435AA9D1C07CEA9F09EBCDC33B6F6626F9C2A594EE0FF21DD308F7,20123,Health,1,Fall,Fall-Health-1,1
6F89D14696435AA9D1C07CEA9F09EBCDC33B6F6626F9C2A594EE0FF21DD308F7,20131,Health,2,Winter,Winter-Health-2,2
6F89D14696435AA9D1C07CEA9F09EBCDC33B6F6626F9C2A594EE0FF21DD308F7,20131,Health,2,Winter,Out,3
6F8AEBCEC7B98329B9E8B228B191849ECA8D67C4CF221E85C3E4BCBDD836EF5E,20123,Health,1,Fall,Fall-Health-1,1
6F8AEBCEC7B98329B9E8B228B191849ECA8D67C4CF221E85C3E4BCBDD836EF5E,20131,Health,2,Winter,Winter-Health-2,2
6F8AEBCEC7B98329B9E8B228B191849ECA8D67C4CF221E85C3E4BCBDD836EF5E,20133,Health,3,Fall,Fall-Health-3,3
6F8AEBCEC7B98329B9E8B228B191849ECA8D67C4CF221E85C3E4BCBDD836EF5E,20141,Health,4,Winter,Winter-Health-4,4
6F8AEBCEC7B98329B9E8B228B191849ECA8D67C4CF221E85C3E4BCBDD836EF5E,20141,200B0,5,Winter,Graduated,5
6F9ACF0FC726DC7C8CBFA9A7010AACD04A2C25CC0FCAEB9F60F3FBC042B6EA80,20153,Health,1,Fall,Fall-Health-1,1
6F9ACF0FC726DC7C8CBFA9A7010AACD04A2C25CC0FCAEB9F60F3FBC042B6EA80,20161,Health,2,Winter,Winter-Health-2,2
6F9ACF0FC726DC7C8CBFA9A7010AACD04A2C25CC0FCAEB9F60F3FBC042B6EA80,20163,Health,3,Fall,Fall-Health-3,3
